Date,Price,Open,High,Low,Vol.,Change %
"Aug 23, 2013",139.6,139.79,139.85,139.06,721.48K,-0.13%
"Aug 22, 2013",139.78,139.8,139.97,139.47,671.32K,-0.13%
"Aug 21, 2013",139.96,140.55,140.69,139.96,532.73K,-0.50%
"Aug 20, 2013",140.66,140.24,140.68,140.14,587.42K,0.50%
"Aug 19, 2013",139.96,139.77,140.24,139.72,549.94K,0.00%
"Aug 16, 2013",139.96,140.1,140.37,139.73,456.10K,-0.18%
"Aug 15, 2013",140.21,140.93,141,139.84,758.15K,-0.45%
"Aug 14, 2013",140.85,140.78,141.11,140.58,661.43K,0.02%
"Aug 13, 2013",140.82,141.88,141.93,140.63,783.04K,-0.88%
"Aug 12, 2013",142.07,142.43,142.43,141.91,444.63K,-0.29%
"Aug 09, 2013",142.49,142.09,142.51,142.02,336.91K,0.25%
"Aug 08, 2013",142.14,142.45,142.71,142.04,516.13K,-0.18%
"Aug 07, 2013",142.4,142.14,142.54,141.84,583.79K,0.23%
"Aug 06, 2013",142.08,142.17,142.27,141.86,426.64K,-0.13%
"Aug 05, 2013",142.26,142.72,142.96,142.12,456.07K,-0.39%
"Aug 02, 2013",142.82,142.3,142.82,141.68,736.77K,0.35%
"Aug 01, 2013",142.32,142.71,143.28,142.25,807.11K,-0.34%
"Jul 31, 2013",142.81,142.46,142.96,141.85,1.06M,0.26%
"Jul 30, 2013",142.44,142.45,142.56,142.25,452.82K,-0.01%
"Jul 29, 2013",142.46,142.59,142.73,142.23,415.93K,-0.05%
"Jul 26, 2013",142.53,142.62,142.74,142.18,542.93K,-0.07%
"Jul 25, 2013",142.63,142.49,142.8,142.16,797.58K,0.04%
"Jul 24, 2013",142.58,143.87,143.93,142.31,874.79K,-0.88%
"Jul 23, 2013",143.84,144.23,144.31,143.57,659.87K,-0.28%
"Jul 22, 2013",144.25,144.27,144.35,144.07,350.47K,0.06%
"Jul 19, 2013",144.16,144.25,144.37,143.99,396.80K,0.07%
"Jul 18, 2013",144.06,143.93,144.34,143.93,585.01K,0.10%
"Jul 17, 2013",143.92,143.81,143.98,143.27,645.89K,0.13%
"Jul 16, 2013",143.74,143.41,143.79,143.24,436.99K,0.20%
"Jul 15, 2013",143.46,143.48,143.56,143.23,411.51K,-0.19%
"Jul 12, 2013",143.74,143.12,143.83,143.09,661.82K,0.51%
"Jul 11, 2013",143.01,143.14,143.15,142.69,674.34K,0.39%
"Jul 10, 2013",142.46,142.74,142.86,142.35,557.40K,-0.15%
"Jul 09, 2013",142.68,141.88,142.69,141.86,582.96K,1.45%
"Jun 24, 2013",140.64,140.49,140.68,140.46,373.03K,-11.44%
